certamen;origen;fecha;anio;cerveceria;cerveza_ganadora;estilo;estilo_corregido;estilo_limpio;estilo_cliente;premio;medalla_base;tipo_premio;subcategoria;ciudad;pais
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Arbeiter Brewing Co.;Haha Pils;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Minneapolis;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Auburn Alehouse;Gold Country Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Auburn;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Avery Brewing Co.;Cold Front;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Boulder;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;BarrieHaus Beer Co.;Family Tradition;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Tampa;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Bellevue Brewing Co.;Bellevue 1882 Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Bellevue;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Bend Brewing Co.;Built to Chill;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Bend;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Breakside Brewery;Breakside Hello My Alien;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Cinder Block Brewery;Construct Of Quality;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;North Kansas City;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Cloudburst Brewing;Ebb and Flow;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Seattle;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Cold Bear Brewing Co.;Czech Style Dark Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Arnprior;Canadá
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Craft Coast;XPA;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;San Marcos;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Deschutes Brewery;Kirkland Signature Helles Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Bend;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Drake’s Brewing Co.;Bold Rush;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;San Leandro;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Equal Parts Brewing;Pilsner Rešov;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Houston;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Firestone Walker Brewing Co.;Pivo;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Paso Robles;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Free Roam Brewing Co.;40 Mike Mike;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Boerne;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Gatlinburg Brewing Co.;Schwarz Bear;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Sevierville;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;ISM Brewing;Hamburghini;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Long Beach;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Ivanhoe Park Lager House;Rosenbock;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Orlando;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;MadeWest Brewing Co.;Planks;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Ventura;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Marble Brewery;Thunder from Dortmunder;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Albuquerque;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Minoh Brewery;Minoh Beer Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Minoh-shi;Japón
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Moontown Brewing Co.;Follow the Lederhosen;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Whitestown;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Morgan Territory Brewing;The Cushman;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Tracy;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;New Realm Brewing;Blackberry Smoke American Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Atlanta;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Ocean View Brewing Co.;Maibock;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Ocean View;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Old Caz Beer;Chismosa;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Rohnert Park;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Original Pattern Brewing;How’s the Serenity;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Oakland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Pilot Brewing Co.;Late Czech Out;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Charlotte;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Pizza Port Imperial Beach;Schwarzbier;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Imperial Beach;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Quarter Celtic Brewpub;Vienna Fest Bier;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Albuquerque;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Roadhouse Brewing;Highwayman;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Jackson;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Russian River Brewing Co.;STS Pils;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Windsor;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Second Street Brewery;Vienna;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Santa Fe;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Shoreline Brewery;Curse The Goat;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Michigan City;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Sky Puppy Brewing;Shady Lady;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Tampa;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Snake Lake Brewing Co.;Kinabik Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Sylvan Lake;Canadá
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Spendrups Bryggeri;Guldkällan;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Stockholm;Suecia
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Uinta Brewing Co.;Was Angeles;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Salt Lake City;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Unsung Brewing Co.;Red Vespa;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Tustin;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Vacancy Brewing;Vacancy Classic;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Austin;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Victor 23;Coconspirator;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Wayfinder Beer;Secret Secret;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Portland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Westerwald-Brauerei H. Schneider;Hachenburger Hell;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Hachenburg;Alemania
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Wild Ride Brewing;Cole’s Light Lager;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Redmond;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Wise Man Brewing;Living a Double Life;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Plata;Plata;Beer;Style;Winston-Salem;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Wiseacre Brewing Co.;Oktoberfest Gemütlichkeit;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Bronce;Bronce;Beer;Style;Memphis;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2025-04;2025;Yokohama Bay Brewing Co.;Bay Pilsner;International Dark Lager;International Dark Lager;International Dark Lager;Lager;Oro;Oro;Beer;Style;Yokohama;Japón
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;12Degree Brewing;Cactus Juice;International Ipa;International Ipa;International Ipa;Ipa;Bronce;Bronce;Beer;Style;Louisville;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Anderson Valley Brewing Co.;Holy Gose;International Ipa;International Ipa;International Ipa;Ipa;Oro;Oro;Beer;Style;Boonville;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Aqula Brewery Akita;Namahage IPA;International Ipa;International Ipa;International Ipa;Ipa;Oro;Oro;Beer;Style;Akita City;Japón
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Bent Paddle Brewing Co.;Bent Hop;International Ipa;International Ipa;International Ipa;Ipa;Bronce;Bronce;Beer;Style;Duluth;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;BJ’s Brewhouse - Temple;BJ’s Barley Wine;International Ipa;International Ipa;International Ipa;Ipa;Bronce;Bronce;Beer;Style;Temple;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Brewers at 4001 Yancey;Victory Brewing Company Sunny Monkey;International Ipa;International Ipa;International Ipa;Ipa;Oro;Oro;Beer;Style;Charlotte;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Danville Brewing Co.;Granny’s Tipple;International Ipa;International Ipa;International Ipa;Ipa;Plata;Plata;Beer;Style;Danville;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Devil’s Logic Brewing;Komunity Kolsch;International Ipa;International Ipa;International Ipa;Ipa;Plata;Plata;Beer;Style;Charlotte;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Dual Citizen Brewing Co.;Mayhem and Mischief;International Ipa;International Ipa;International Ipa;Ipa;Oro;Oro;Beer;Style;St. Paul;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Green Cheek Beer Co.;All Your Friends;International Ipa;International Ipa;International Ipa;Ipa;Plata;Plata;Beer;Style;Orange;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Hopfenstark Brewery;Berlin Alexanderplatz;International Ipa;International Ipa;International Ipa;Ipa;Plata;Plata;Beer;Style;Lavaltrie;Canadá
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Joyride Brewing Co.;Ice Cutter Kölsch;International Ipa;International Ipa;International Ipa;Ipa;Oro;Oro;Beer;Style;Edgewater;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Mountain Rambler Brewery;Dent du Dent;International Ipa;International Ipa;International Ipa;Ipa;Bronce;Bronce;Beer;Style;Bishop;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Narrow Path Brewing Co.;Restless Seas;International Ipa;International Ipa;International Ipa;Ipa;Bronce;Bronce;Beer;Style;Loveland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Oregon City Brewing Co.;Coming to Fruition: Cherry;International Ipa;International Ipa;International Ipa;Ipa;Plata;Plata;Beer;Style;Oregon City;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;10 Barrel Brewing Co.;Baywindow;International Ipa;International Ipa;International Ipa;Ipa;Plata;Plata;Beer;Style;Bend;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;10 Barrel Brewing Co.;Gindulgence;International Ipa;International Ipa;International Ipa;Ipa;Oro;Oro;Beer;Style;Bend;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Bear Chase Brewing Co.;Kodiak Kolsch;International Ipa;International Ipa;International Ipa;Ipa;Plata;Plata;Beer;Style;Bluemont;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Burgeon Beer Co.;Tight Focus;International Ipa;International Ipa;International Ipa;Ipa;Bronce;Bronce;Beer;Style;Carlsbad;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Hopfenstark Brewery;Berlin AlexanderPlatz;International Ipa;International Ipa;International Ipa;Ipa;Oro;Oro;Beer;Style;Lavaltrie;Canadá
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Joyride Brewing Co.;Ice Cutter Kölsch;International Ipa;International Ipa;International Ipa;Ipa;Bronce;Bronce;Beer;Style;Edgewater;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;North Park Beer Co.;NZ-Fu!;International Ipa;International Ipa;International Ipa;Ipa;Oro;Oro;Beer;Style;San Diego;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Pizza Port Ocean Beach;Paloma Sour;International Ipa;International Ipa;International Ipa;Ipa;Bronce;Bronce;Beer;Style;San Diego;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Ponysaurus Brewing Co.;Gosé;International Ipa;International Ipa;International Ipa;Ipa;Bronce;Bronce;Beer;Style;Durham;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Reuben’s Brews - Production Brewery;Three Ryes Men;International Ipa;International Ipa;International Ipa;Ipa;Bronce;Bronce;Beer;Style;Seattle;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Sonder Brewing;Voss;International Ipa;International Ipa;International Ipa;Ipa;Oro;Oro;Beer;Style;Mason;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Sooke Brewing Co.;Barleywine;International Ipa;International Ipa;International Ipa;Ipa;Oro;Oro;Beer;Style;Sooke;Canadá
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Spring House Brewing Co.;Commander Salamander;International Ipa;International Ipa;International Ipa;Ipa;Plata;Plata;Beer;Style;Lancaster;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Verboten Brewing/Barrel Project;Grow Old With You;International Ipa;International Ipa;International Ipa;Ipa;Plata;Plata;Beer;Style;Loveland;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Westbound/Down Brewing Co.;Spirit of the West;International Ipa;International Ipa;International Ipa;Ipa;Plata;Plata;Beer;Style;Idaho Springs;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;pFriem Family Brewers;Japanese Lager;International Lager;International Lager;International Lager;Lager;Oro;Oro;Beer;Style;Hood River;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;The Empourium Brewing Co.;You’re a Funny Guy;International Lager;International Lager;International Lager;Lager;Bronce;Bronce;Beer;Style;Denver;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Topa Topa Brewing Co. - HQ;KQ Express;International Lager;International Lager;International Lager;Lager;Plata;Plata;Beer;Style;Ventura;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Coronado Brewing Co.;Nado;International Lager;International Lager;International Lager;Lager;Oro;Oro;Beer;Style;Coronado;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;Fall Brewing Co. - Production;Tora!;International Lager;International Lager;International Lager;Lager;Bronce;Bronce;Beer;Style;San Diego;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2024-04;2024;La Knowlton Co.;Lager Japonaise au Jasmin;International Lager;International Lager;International Lager;Lager;Plata;Plata;Beer;Style;Knowlton;Canadá
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Burgeon Beer Co.;Invita;International Light Lager;International Light Lager;International Light Lager;Lager;Plata;Plata;Beer;Style;Carlsbad;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Transmission Brewing;Transmission Light;International Light Lager;International Light Lager;International Light Lager;Lager;Bronce;Bronce;Beer;Style;Ventura;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2022-04;2022;Wander Brewing;Wander Litely;International Light Lager;International Light Lager;International Light Lager;Lager;Oro;Oro;Beer;Style;Bellingham;EEUU
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Amsterdam Brewing Co.;3Speed;International Light Lager;International Light Lager;International Light Lager;Lager;Plata;Plata;Beer;Style;Toronto;Canadá
World Beer Cup (WBC) - EEUU;Internacional;2023-04;2023;Corsaire - Microbrasserie Pirate;Anne Bonny;International Light Lager;International Light Lager;International Light Lager;Lager;Oro;Oro;Beer;Style;Lévis;Canadá
